"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW"
"2022-01-25",48,27746,30080,25800,1276,6527,0,13689,0,211,-512,-735,975,-62,-214,909,693,0
"2022-01-26",1,27401,30358,25455,1298,6527,0,13690,0,773,-512,-559,1010,-229,-284,733,693,0
"2022-01-26",2,27922,30867,26056,1319,6527,0,13690,0,791,-512,-553,1011,-347,-142,726,693,0
"2022-01-26",3,27577,31064,25728,1354,6527,0,13690,0,1210,-512,-794,1048,-356,-15,854,693,0
"2022-01-26",4,26858,30663,25034,1389,6527,0,13690,0,1532,-512,-814,1042,-347,0,858,693,0
"2022-01-26",5,26405,30304,24627,1419,6527,0,13690,0,1633,-505,-919,781,-242,0,847,693,0
"2022-01-26",6,26076,30013,24291,1449,6527,0,13690,0,1629,-504,-929,780,-275,0,846,693,0
"2022-01-26",7,25812,29748,24122,1476,6527,0,13690,0,1622,-512,-1021,702,-179,-2,858,693,0
"2022-01-26",8,25335,29414,23686,1502,6527,0,13690,0,1599,-513,-1027,698,-271,-69,859,693,0
"2022-01-26",9,25166,29228,23544,1518,6527,0,13690,0,1596,-512,-1027,566,-322,-5,671,693,0
"2022-01-26",10,25204,29303,23596,1534,6527,0,13690,0,1583,-517,-1027,558,-354,-18,627,693,0
"2022-01-26",11,26084,30254,24376,1548,6527,0,13690,0,1299,-517,-1028,710,-304,0,-422,693,0
"2022-01-26",12,27065,31175,25235,1561,6527,0,13690,0,1260,-517,-1027,697,-205,0,-501,693,0
"2022-01-26",13,29821,33373,27786,1545,6527,0,13690,0,384,-517,-1027,131,-241,0,-783,693,0
"2022-01-26",14,32655,35993,30348,1528,6527,0,13690,0,13,-517,-1027,87,-389,0,-792,693,0
"2022-01-26",15,35825,39151,33162,1554,6527,0,13690,0,14,-517,-1027,-313,-350,0,-505,693,0
"2022-01-26",16,37440,40685,34578,1580,6527,0,13690,0,16,-517,-1027,-308,-292,0,-485,693,0
"2022-01-26",17,38888,41361,35876,1615,6527,84,13690,0,16,-517,-1027,-107,-206,0,135,693,0
"2022-01-26",18,39463,41838,36438,1649,6527,468,13690,0,15,-517,-1027,-65,-151,0,172,693,0
"2022-01-26",19,40286,42660,37252,1760,6527,802,13690,0,18,-517,-1027,449,-212,0,701,693,0
"2022-01-26",20,40189,42560,37188,1871,6527,1265,13690,0,17,-517,-1027,449,-210,0,724,693,0
"2022-01-26",21,39331,41557,36361,1943,6527,1791,13690,0,19,-517,-1027,282,-63,0,380,693,0
"2022-01-26",22,39181,41365,36188,2014,6527,2205,13690,0,21,-517,-1027,205,-19,0,366,693,0
"2022-01-26",23,38984,41596,36017,2146,6527,2802,13690,0,14,-518,-1027,-453,83,56,353,693,0
"2022-01-26",24,38464,41083,35528,2278,6527,3282,13690,0,12,-518,-1027,-462,180,11,352,693,0
"2022-01-26",25,38026,40874,35115,2454,6527,3814,13690,0,12,-517,-1027,-692,300,29,101,693,0
"2022-01-26",26,37624,40470,34771,2630,6527,3713,13690,0,9,-517,-1027,-693,358,0,92,693,0
"2022-01-26",27,37277,39856,34537,2753,6527,3310,13690,0,8,-517,-1028,-426,399,0,67,693,0
"2022-01-26",28,37008,39562,34332,2875,6527,2861,13690,0,8,-517,-1028,-401,387,0,65,693,0
"2022-01-26",29,36989,39582,34380,2931,6527,2221,13690,0,5,-517,-1027,-444,396,75,2,693,0
"2022-01-26",30,37272,39850,34765,2987,6527,1596,13690,0,8,-517,-1027,-426,365,228,0,693,0
"2022-01-26",31,37619,39775,35120,3039,6527,1045,13690,0,9,-517,-1027,-3,291,378,51,693,0
"2022-01-26",32,38498,40655,36031,3090,6527,517,13690,0,12,-517,-1028,0,291,470,63,693,0
"2022-01-26",33,40085,42239,37583,3153,6527,96,13690,0,10,-517,-1027,698,291,361,715,693,0
"2022-01-26",34,41452,43608,38806,3215,6527,0,13690,0,10,-518,-1028,852,277,408,749,693,0
"2022-01-26",35,43077,45226,40297,3303,6527,0,13690,0,5,-517,-1027,1040,180,293,631,693,0
"2022-01-26",36,43241,45391,40479,3390,6527,0,13690,0,5,-517,-1028,1054,268,180,628,693,0
"2022-01-26",37,42484,44637,39877,3453,6527,0,13690,0,8,-517,-1028,1056,273,256,947,693,0
"2022-01-26",38,41712,43864,39168,3515,6527,0,13690,0,7,-517,-1028,1055,261,267,959,693,0
"2022-01-26",39,40413,42565,38028,3562,6527,0,13690,0,8,-517,-1027,1055,135,187,1017,693,0
"2022-01-26",40,38953,41105,36671,3608,6527,0,13690,0,7,-517,-1028,1055,166,151,1019,693,0
"2022-01-26",41,37328,39479,35114,3627,6527,0,13690,0,7,-517,-1027,1055,68,21,1019,693,0
"2022-01-26",42,35428,37580,33389,3645,6527,0,13690,0,7,-517,-1028,1055,80,0,1019,693,0
"2022-01-26",43,33753,35904,31899,3656,6527,0,13690,0,6,-517,-1028,1039,216,14,1000,693,0
"2022-01-26",44,31529,33681,29860,3666,6527,0,13690,0,8,-517,-1027,1039,165,9,993,693,0
"2022-01-26",45,29263,31414,27683,3679,6527,0,13690,0,7,-516,-1028,1055,260,93,437,693,0
"2022-01-26",46,27210,29366,25718,3692,6527,0,13690,0,12,-516,-1028,1054,277,10,417,693,0
"2022-01-26",47,25430,27778,24094,3705,6527,0,13690,0,140,-517,-1027,1046,199,-64,973,693,0
"2022-01-26",48,24120,27071,22894,3718,6527,0,13691,0,728,-516,-1027,1046,43,-80,999,693,0
"2022-01-27",1,23775,27239,22643,3725,6527,0,13692,0,1246,-516,-1028,1055,-19,-55,999,693,0
"2022-01-27",2,24209,27677,23159,3731,6527,0,13692,0,1324,-516,-1028,1056,83,34,999,693,0
"2022-01-27",3,24036,27461,22985,3721,6527,0,13692,0,1331,-466,-1028,1054,154,0,999,693,0
"2022-01-27",4,23492,26984,22466,3710,6527,0,13692,0,1401,-464,-1027,1055,31,0,999,693,0
"2022-01-27",5,22987,26649,22014,3695,6527,0,13692,0,1510,-464,-1005,1055,-83,0,994,693,0
"2022-01-27",6,22777,26487,21777,3680,6527,0,13692,0,1503,-464,-1004,1055,-139,0,994,693,0
"2022-01-27",7,22471,26309,21373,3588,6527,0,13692,0,1490,-514,-1026,1054,-208,0,999,693,0
"2022-01-27",8,22213,26138,21060,3495,6527,0,13692,0,1423,-516,-1028,1053,-358,0,999,693,0
"2022-01-27",9,22115,26040,20980,3415,6527,0,13692,0,1425,-516,-1028,927,-356,0,869,693,0
"2022-01-27",10,22164,26041,21082,3335,6527,0,13692,0,1463,-516,-1028,925,-270,0,864,693,0
"2022-01-27",11,22841,26629,21727,3251,6527,0,13692,0,1226,-516,-1028,851,-396,-22,946,693,0
"2022-01-27",12,24331,27676,23035,3166,6527,0,13692,0,800,-516,-1028,846,-401,0,949,693,0
"2022-01-27",13,27260,29716,25734,3147,6527,0,13692,0,60,-516,-1028,836,-252,0,808,693,0
"2022-01-27",14,29921,32178,28161,3128,6527,0,13692,0,12,-517,-1028,837,-100,0,801,693,0
"2022-01-27",15,33207,35362,31096,3097,6527,0,13692,0,11,-516,-1028,882,50,56,395,693,0
"2022-01-27",16,35283,37437,32888,3065,6527,0,13692,0,10,-516,-1028,883,155,11,379,693,0
"2022-01-27",17,36828,38980,34346,3037,6527,7,13692,0,7,-517,-1028,936,54,0,723,693,0
"2022-01-27",18,37529,39684,35000,3009,6527,115,13692,0,10,-517,-1028,937,104,0,737,693,0
"2022-01-27",19,38112,40265,35549,3007,6527,369,13692,0,8,-517,-1028,1053,24,0,990,693,0
"2022-01-27",20,38234,40445,35667,3005,6527,752,13692,0,7,-517,-1027,1055,-60,0,999,693,0
"2022-01-27",21,37915,40064,35285,3029,6527,1106,13692,0,7,-517,-1004,1021,-21,0,938,150,0
"2022-01-27",22,37576,39773,35017,3052,6527,1402,13692,0,12,-517,-1003,1020,-65,0,936,0,0
"2022-01-27",23,37221,39409,34697,3092,6527,2034,13692,0,9,-517,-1026,1052,-36,0,997,0,0
"2022-01-27",24,36596,38866,34030,3131,6527,2436,13692,0,8,-517,-1025,1054,-120,0,999,0,0
"2022-01-27",25,36504,38650,33894,3119,6527,2557,13692,0,8,-417,-908,1055,-213,0,827,0,0
"2022-01-27",26,36134,38313,33465,3106,6527,3312,13692,0,9,-413,-903,1055,-254,0,820,0,0
"2022-01-27",27,35844,38263,33145,2966,6527,3137,13692,0,10,-501,-1011,1055,-297,0,612,506,0
"2022-01-27",28,35187,37560,32521,2826,6527,3464,13692,0,8,-504,-1019,1055,-242,0,605,693,0
"2022-01-27",29,34993,37342,32367,2655,6527,2876,13692,0,4,-516,-1027,873,-202,0,523,693,0
"2022-01-27",30,35413,37757,32703,2484,6527,2634,13692,0,7,-517,-1028,867,-192,0,521,693,0
"2022-01-27",31,36016,38509,33134,2253,6527,1992,13692,0,7,-517,-1028,992,-341,0,767,693,0
"2022-01-27",32,37265,39766,34302,2021,6527,979,13692,0,6,-517,-1017,1000,-361,0,777,693,0
"2022-01-27",33,38955,41051,35781,1895,6527,193,13692,0,3,-431,-635,879,-427,0,996,693,0
"2022-01-27",34,40445,42425,37027,1768,6527,2,13692,0,5,-428,-609,877,-338,31,1004,693,0
"2022-01-27",35,42143,44140,38561,1703,6527,0,13692,0,1,-344,-609,1042,-433,-10,1018,693,0
"2022-01-27",36,42359,44424,38773,1638,6527,0,13692,0,0,-341,-601,1055,-456,-67,1019,693,0
"2022-01-27",37,42289,44004,38652,1555,6527,0,13692,0,0,-245,-310,1055,-456,-104,1014,693,0
"2022-01-27",38,41696,43471,38034,1472,6527,0,13692,0,0,-242,-287,1055,-456,-190,1013,693,0
"2022-01-27",39,40839,42194,37216,1373,6527,0,13692,0,4,-44,-171,1055,-456,-80,1019,693,0
"2022-01-27",40,39580,40964,36002,1273,6527,0,13692,0,10,-35,-156,1056,-456,-127,1019,693,0
"2022-01-27",41,38415,39538,34948,1198,6527,0,13692,0,8,-28,123,1056,-456,-31,1018,693,0
"2022-01-27",42,37557,38688,34280,1122,6527,0,13692,0,9,0,137,1054,-439,-83,1018,693,0
"2022-01-27",43,35917,36902,32784,1071,6527,0,13692,0,10,0,-32,1054,-324,-19,926,693,0
"2022-01-27",44,34246,35346,31278,1019,6527,0,13692,0,6,0,-44,1055,-344,-106,922,693,0
"2022-01-27",45,32282,33234,29500,985,6527,0,13692,0,7,0,-104,1055,-221,-20,770,693,0
"2022-01-27",46,30553,31514,27906,951,6527,0,13692,0,11,-38,-131,1054,-181,0,765,693,0
"2022-01-27",47,28891,31268,26365,900,6527,0,13692,0,11,-499,-968,1055,-236,-63,991,693,0
"2022-01-27",48,27688,30496,25280,849,6527,0,13692,0,65,-517,-1025,1054,-387,-214,999,693,0
"2022-01-28",1,27349,30180,25020,835,6527,0,13693,0,73,-493,-985,962,-456,-224,952,693,0
"2022-01-28",2,27593,30258,25340,821,6527,0,13693,0,92,-491,-976,956,-434,-72,950,693,0
"2022-01-28",3,27495,30125,25252,830,6527,0,13693,0,579,-384,-754,1054,-313,0,997,693,0
"2022-01-28",4,26939,29623,24750,838,6527,0,13693,0,635,-380,-728,1055,-341,0,999,693,0
"2022-01-28",5,26595,28962,24418,844,6527,0,13693,0,835,-285,-359,1055,-288,0,999,693,0
"2022-01-28",6,26207,28613,24072,849,6527,0,13693,0,895,-282,-341,1055,-271,-17,999,693,0
"2022-01-28",7,25943,28685,23807,924,6527,0,13693,0,1135,-240,-634,1054,-133,0,999,693,0
"2022-01-28",8,25707,28814,23581,998,6527,0,13693,0,1451,-239,-661,1054,-156,0,999,693,0
"2022-01-28",9,25435,28871,23356,1027,6527,0,13693,0,1380,-501,-909,1055,-46,0,906,693,0
"2022-01-28",10,25616,28928,23504,1056,6527,0,13693,0,1236,-512,-928,1054,-36,0,898,693,0
"2022-01-28",11,26322,28849,24183,1087,6527,0,13693,0,390,-517,-1020,877,54,0,409,693,0
"2022-01-28",12,27449,29980,25225,1118,6527,0,13693,0,387,-517,-1027,876,67,0,386,693,0
"2022-01-28",13,30236,32439,27826,1141,6527,0,13693,0,58,-517,-1028,575,220,0,379,693,0
"2022-01-28",14,32866,35012,30252,1163,6527,0,13693,0,9,-517,-1020,537,180,53,382,693,0
"2022-01-28",15,35741,37556,32903,1266,6527,0,13693,0,12,-466,-737,336,41,8,836,693,0
"2022-01-28",16,37245,39015,34197,1368,6527,0,13693,0,11,-463,-696,336,51,0,857,693,0
"2022-01-28",17,38486,39172,35412,1464,6527,113,13693,0,8,-78,90,372,190,0,968,693,0
"2022-01-28",18,39128,39795,36076,1560,6527,397,13693,0,5,-62,130,374,229,0,972,693,0
"2022-01-28",19,40009,41084,36948,1686,6527,868,13693,0,3,-162,-310,702,218,0,983,693,0
"2022-01-28",20,40125,41257,36973,1812,6527,1129,13693,0,7,-167,-358,749,136,4,983,693,0
"2022-01-28",21,39636,41731,36505,1951,6527,1409,13693,0,8,-504,-983,1053,262,78,998,693,0
"2022-01-28",22,39257,41405,36191,2089,6527,1994,13693,0,7,-517,-1024,1055,378,25,999,693,0
"2022-01-28",23,38805,40878,35724,2224,6527,2275,13693,0,4,-517,-952,1056,346,146,966,693,0
"2022-01-28",24,38136,40201,35106,2359,6527,2345,13693,0,4,-517,-944,1054,340,202,963,693,0
"2022-01-28",25,37953,39893,34936,2503,6527,2552,13693,0,7,-487,-846,1055,340,308,558,693,0
"2022-01-28",26,37720,39651,34729,2646,6527,2399,13693,0,7,-486,-838,1054,340,309,542,693,0
"2022-01-28",27,37275,38924,34351,2745,6527,2359,13693,0,7,-266,-776,955,340,224,551,693,0
"2022-01-28",28,36832,38466,33962,2843,6527,1916,13693,0,7,-258,-769,950,327,346,551,693,0
"2022-01-28",29,36638,38423,33805,2948,6527,1544,13693,0,7,-507,-671,587,339,481,237,693,0
"2022-01-28",30,36468,38266,33753,3053,6527,1069,13693,0,7,-517,-674,543,339,504,224,693,0
"2022-01-28",31,36506,38636,33811,3107,6527,833,13693,0,9,-517,-1004,425,319,504,53,693,0
"2022-01-28",32,37091,39241,34499,3161,6527,365,13693,0,10,-516,-1024,417,319,504,46,693,0
"2022-01-28",33,38078,40135,35500,3215,6527,145,13693,0,8,-517,-932,331,319,454,84,693,0
"2022-01-28",34,39460,41509,36777,3269,6527,4,13693,0,4,-516,-929,326,319,486,95,693,0
"2022-01-28",35,40775,42914,37994,3326,6527,0,13693,0,1,-517,-1021,661,260,362,732,693,0
"2022-01-28",36,40836,42981,38076,3383,6527,0,13693,0,1,-517,-1027,712,313,213,765,693,0
"2022-01-28",37,40179,42332,37542,3452,6527,0,13693,0,8,-517,-1028,1053,305,178,953,693,0
"2022-01-28",38,39188,41350,36607,3521,6527,0,13693,0,17,-517,-1028,1054,211,164,960,693,0
"2022-01-28",39,38043,40196,35631,3599,6527,0,13693,0,10,-517,-1026,1055,297,304,930,693,0
"2022-01-28",40,36482,38635,34198,3676,6527,0,13693,0,11,-516,-1026,1055,317,435,929,693,0
"2022-01-28",41,34914,37067,32736,3713,6527,0,13693,0,10,-516,-1027,1054,278,405,1015,693,0
"2022-01-28",42,33213,35355,31180,3750,6527,0,13693,0,7,-516,-1019,1054,182,351,1018,693,0
"2022-01-28",43,31686,33411,29796,3771,6527,0,13693,0,5,-399,-721,1054,269,479,1000,693,0
"2022-01-28",44,30095,31804,28359,3791,6527,0,13693,0,7,-394,-708,1054,290,504,999,693,0
"2022-01-28",45,28166,30291,26573,3854,6527,0,13693,0,7,-512,-1006,1054,290,489,975,693,0
"2022-01-28",46,26565,28716,25090,3917,6527,0,13693,0,8,-516,-1027,1055,244,362,973,693,0
"2022-01-28",47,25183,27430,23752,3910,6527,0,13693,0,103,-516,-1028,566,273,303,866,693,0
"2022-01-28",48,24058,26524,22711,3902,6527,0,13693,0,322,-516,-1028,499,230,203,862,693,0
"2022-01-29",1,23612,26957,22343,3931,6527,0,13693,0,1201,-516,-1028,747,203,293,866,693,0
"2022-01-29",2,24177,27432,22976,3959,6527,0,13693,0,1111,-516,-1028,750,300,443,866,693,0
"2022-01-29",3,23688,27349,22525,3996,6527,0,13693,0,1517,-516,-1028,933,290,487,645,693,0
"2022-01-29",4,22874,26580,21784,4032,6527,0,13693,0,1562,-516,-1028,936,194,384,632,664,0
"2022-01-29",5,22132,25828,21107,4095,6527,0,13693,0,1553,-515,-1028,980,258,454,129,290,0
"2022-01-29",6,21799,25486,20803,4157,6527,0,13693,0,1544,-515,-1028,981,167,383,105,213,0
"2022-01-29",7,21090,25141,20105,4209,6527,0,13693,0,1588,-515,-1028,980,228,460,-153,-167,0
"2022-01-29",8,20753,24900,19703,4261,6527,0,13693,0,1595,-515,-1028,980,150,392,-164,-245,0
"2022-01-29",9,20347,25254,19282,4315,6527,0,13693,0,1580,-515,-1028,890,230,481,-538,-646,0
"2022-01-29",10,20222,25154,19139,4369,6527,0,13693,0,1573,-515,-1028,885,132,475,-551,-665,0
"2022-01-29",11,20362,24511,19217,4349,6527,0,13693,0,1564,-515,-1027,332,21,464,-180,-263,0
"2022-01-29",12,20701,24655,19466,4329,6527,0,13693,0,1465,-516,-1028,303,117,450,-161,-184,0
"2022-01-29",13,21977,25485,20578,4402,6527,0,13693,0,1364,-516,-1028,928,254,504,390,196,0
"2022-01-29",14,23090,26182,21460,4474,6527,0,13693,0,954,-516,-1022,929,272,504,416,272,0
"2022-01-29",15,24806,26881,22825,4495,6527,0,13693,0,189,-450,-836,482,272,504,578,646,0
"2022-01-29",16,25630,27478,23365,4516,6527,0,13693,0,13,-433,-802,431,272,504,585,693,0
"2022-01-29",17,27414,28105,24874,4493,6527,128,13693,0,13,287,-78,784,272,504,983,693,0
"2022-01-29",18,28685,29299,25949,4469,6527,478,13693,0,13,336,-1,795,272,504,999,693,0
"2022-01-29",19,29854,30467,27013,4636,6527,1010,13693,0,13,499,926,1054,272,504,999,693,0
"2022-01-29",20,30339,30952,27494,4803,6527,1361,13693,0,13,504,991,1055,272,504,999,693,0
"2022-01-29",21,30615,31228,27858,4924,6527,2037,13693,0,13,504,991,1055,272,501,999,693,0
"2022-01-29",22,30794,31407,28061,5044,6527,2302,13693,0,13,504,991,1055,272,399,999,693,0
"2022-01-29",23,30697,31305,28045,5058,6527,2666,13693,0,8,504,991,1054,272,353,999,693,0
"2022-01-29",24,30613,31220,28047,5072,6527,2752,13693,0,7,504,991,1055,272,327,1000,693,0
"2022-01-29",25,30496,31103,27999,5036,6527,2913,13693,0,7,504,991,1054,272,182,999,693,0
"2022-01-29",26,30160,30767,27722,5000,6527,2868,13693,0,7,504,990,1054,260,122,999,693,0
"2022-01-29",27,29746,30353,27387,4975,6527,2475,13693,0,7,491,937,1054,136,11,1000,693,0
"2022-01-29",28,29648,30254,27375,4949,6527,2173,13693,0,6,490,933,1055,21,0,999,693,0
"2022-01-29",29,29209,29896,27052,4877,6527,2007,13693,0,4,450,902,1054,-83,0,999,693,0
"2022-01-29",30,29068,29909,26936,4805,6527,1857,13693,0,4,449,900,1054,-237,0,999,693,0
"2022-01-29",31,29502,30343,27368,4686,6527,1394,13693,0,4,503,927,796,-237,0,999,693,0
"2022-01-29",32,30078,31104,27943,4566,6527,819,13693,0,4,505,924,771,-371,-51,999,693,0
"2022-01-29",33,31376,32367,29093,4368,6527,243,13693,0,6,504,745,416,-360,-25,1018,693,0
"2022-01-29",34,33132,34198,30709,4169,6527,8,13693,0,8,504,733,374,-314,-144,1019,693,0
"2022-01-29",35,35445,36785,32681,3948,6527,0,13693,0,4,341,735,813,-440,-296,1019,693,0
"2022-01-29",36,36283,37761,33438,3726,6527,0,13693,0,4,335,733,873,-456,-418,1019,693,0
"2022-01-29",37,36266,37851,33456,3533,6527,0,13693,0,5,334,657,1041,-456,-524,1019,693,0
"2022-01-29",38,35616,37207,32843,3340,6527,0,13693,0,7,334,660,1054,-456,-528,1019,693,0
"2022-01-29",39,35075,36665,32334,3187,6527,0,13693,0,6,494,970,1054,-456,-528,1019,693,0
"2022-01-29",40,34064,35658,31398,3034,6527,0,13693,0,11,500,981,1055,-456,-527,1019,693,0
"2022-01-29",41,32806,34401,30226,2864,6527,0,13693,0,11,485,602,985,-456,-528,1019,693,0
"2022-01-29",42,31913,33504,29432,2693,6527,0,13693,0,7,484,568,982,-456,-528,1019,693,0
"2022-01-29",43,30790,32382,28356,2527,6527,0,13693,0,8,179,277,1054,-456,-528,1000,693,0
"2022-01-29",44,29851,31443,27539,2361,6527,0,13693,0,6,166,248,1055,-456,-530,999,693,0
"2022-01-29",45,28512,30298,26201,2234,6527,0,13693,0,7,-111,-82,1054,-456,-530,999,693,0
"2022-01-29",46,27410,29238,25178,2106,6527,0,13693,0,8,-128,-108,1055,-456,-528,999,693,0
"2022-01-29",47,26150,28044,24011,1928,6527,0,13693,0,6,-156,-209,1054,-456,-467,999,693,0
"2022-01-29",48,25319,27182,23230,1749,6527,0,13693,0,10,-157,-189,1055,-456,-451,999,693,0
"2022-01-30",1,25255,26638,23137,1606,6527,0,13694,0,12,78,733,1054,-456,-315,999,693,0
"2022-01-30",2,25825,27062,23705,1463,6527,0,13694,0,18,90,799,1055,-456,-163,999,693,0
"2022-01-30",3,25631,27176,23498,1336,6527,0,13694,0,436,388,888,1054,-456,-53,999,693,0
"2022-01-30",4,25003,26705,22898,1209,6527,0,13694,0,547,400,892,1054,-456,-99,999,693,0
"2022-01-30",5,24595,26204,22491,1106,6527,0,13694,0,543,501,802,1055,-456,-10,999,693,0
"2022-01-30",6,24358,25875,22230,1002,6527,0,13694,0,481,505,797,1054,-436,0,999,693,0
"2022-01-30",7,24032,25489,21911,890,6527,0,13694,0,542,438,842,1054,-315,0,999,693,0
"2022-01-30",8,23665,25122,21519,777,6527,0,13694,0,539,435,849,1054,-318,0,999,693,0
"2022-01-30",9,23400,24469,21278,708,6527,0,13694,0,287,435,982,1055,-182,0,999,693,0
"2022-01-30",10,23328,24026,21193,639,6527,0,13694,0,22,435,991,1054,-76,0,999,693,0
"2022-01-30",11,23462,24089,21346,585,6527,0,13694,0,8,503,991,1055,-19,0,999,693,0
"2022-01-30",12,23878,24486,21677,531,6527,0,13694,0,8,505,984,1055,76,0,999,693,0
"2022-01-30",13,24822,25430,22528,488,6527,0,13694,0,8,501,734,1054,129,0,999,693,0
"2022-01-30",14,25479,26090,23143,444,6527,0,13694,0,11,501,712,1054,249,0,999,693,0
"2022-01-30",15,26593,27202,24140,432,6527,0,13694,0,9,360,546,1054,177,0,999,693,0
"2022-01-30",16,27677,28286,25129,420,6527,0,13694,0,9,355,546,1054,275,0,999,693,0
"2022-01-30",17,29127,29732,26448,419,6527,217,13694,0,5,500,963,1055,309,0,999,693,0
"2022-01-30",18,30064,30674,27278,417,6527,1109,13694,0,10,505,992,1054,400,65,999,693,0
"2022-01-30",19,30938,31542,28080,491,6527,2238,13694,0,4,505,992,1054,402,71,999,693,0
"2022-01-30",20,31175,31780,28245,564,6527,3231,13694,0,5,505,992,1054,402,178,999,693,0
"2022-01-30",21,31399,32004,28377,680,6527,3999,13694,0,5,505,991,1055,402,218,999,693,0
"2022-01-30",22,31226,31832,28212,795,6527,4681,13694,0,6,505,992,1055,402,300,999,693,0
"2022-01-30",23,30810,31420,27833,1020,6527,5120,13694,0,10,505,992,1054,319,396,999,693,0
"2022-01-30",24,30601,31208,27670,1244,6527,5253,13694,0,7,505,991,1054,229,422,999,693,0
"2022-01-30",25,30800,31404,27925,1517,6527,5322,13694,0,4,505,992,1055,283,455,999,693,0
"2022-01-30",26,30635,31239,27830,1789,6527,5178,13694,0,4,505,991,1054,235,504,999,693,0
"2022-01-30",27,30298,30902,27543,1982,6527,4481,13694,0,4,505,982,1054,358,496,999,693,0
"2022-01-30",28,30643,31246,27933,2175,6527,3807,13694,0,3,505,979,1053,387,449,999,693,0
"2022-01-30",29,31001,31604,28393,2342,6527,2861,13694,0,3,336,881,1020,387,504,975,693,0
"2022-01-30",30,31718,32325,29214,2509,6527,2036,13694,0,7,330,875,1020,348,504,975,693,0
"2022-01-30",31,32761,33369,30241,2657,6527,1313,13694,0,8,55,882,931,273,504,884,693,0
"2022-01-30",32,33756,34367,31368,2804,6527,621,13694,0,11,36,885,926,273,504,880,693,0
"2022-01-30",33,35160,35772,32753,2924,6527,139,13694,0,12,478,985,36,273,504,982,693,0
"2022-01-30",34,36877,37747,34402,3044,6527,4,13694,0,7,492,989,-263,273,504,985,693,0
"2022-01-30",35,38602,39204,36002,3209,6527,0,13694,0,2,156,909,408,273,504,725,693,0
"2022-01-30",36,39017,39621,36377,3374,6527,0,13694,0,4,139,857,561,273,504,714,693,0
"2022-01-30",37,37970,39173,35436,3532,6527,0,13694,0,4,-330,-269,514,273,504,458,693,0
"2022-01-30",38,36663,37986,34269,3689,6527,0,13694,0,4,-357,-362,520,273,496,450,693,0
"2022-01-30",39,35241,36334,32932,3911,6527,0,13694,0,11,-174,-308,737,273,504,741,693,0
"2022-01-30",40,33804,34872,31486,4132,6527,0,13694,0,9,-168,-291,737,273,504,752,693,0
"2022-01-30",41,32993,33599,30529,4237,6527,0,13694,0,6,112,222,978,273,504,882,693,0
"2022-01-30",42,31271,31878,29016,4341,6527,0,13694,0,7,128,251,1001,273,504,886,693,0
"2022-01-30",43,29729,30442,27638,4464,6527,0,13694,0,9,-104,48,1055,273,504,962,693,0
"2022-01-30",44,28095,28821,26082,4586,6527,0,13694,0,7,-119,9,1054,272,504,964,693,0
"2022-01-30",45,26513,28368,24527,4590,6527,0,13694,0,13,-353,-889,1054,272,504,856,693,0
"2022-01-30",46,24989,26965,23037,4594,6527,0,13694,0,61,-362,-953,1043,272,504,853,668,0
"2022-01-30",47,23026,26129,21271,4663,6527,0,13694,0,1123,-357,-1023,725,273,504,821,356,0
"2022-01-30",48,22120,25760,20558,4731,6527,0,13694,0,1655,-357,-1028,724,273,503,820,333,0
"2022-01-31",1,21801,25574,20350,4763,6527,0,13695,0,1640,-506,-1027,738,273,427,839,541,0
"2022-01-31",2,22514,26127,21151,4794,6527,0,13695,0,1474,-511,-1028,738,272,436,841,545,0
"2022-01-31",3,22424,26192,21087,4797,6527,0,13695,0,1629,-511,-1028,991,272,492,972,266,0
"2022-01-31",4,21858,25599,20551,4799,6527,0,13695,0,1606,-511,-1024,1016,272,407,976,205,0
"2022-01-31",5,21493,25233,20211,4766,6527,0,13695,0,1615,-502,-885,1021,272,489,999,-138,0
"2022-01-31",6,21135,24898,19833,4733,6527,0,13695,0,1589,-501,-868,1020,272,430,999,-205,0
"2022-01-31",7,20991,24709,19659,4704,6527,0,13695,0,1580,-413,-599,973,272,490,998,-526,0
"2022-01-31",8,20810,24529,19474,4675,6527,0,13695,0,1586,-409,-589,940,272,417,985,-535,0
"2022-01-31",9,20507,24134,19211,4629,6527,0,13695,0,1486,-508,-890,477,272,496,275,-143,0
"2022-01-31",10,20689,24078,19365,4583,6527,0,13695,0,1305,-511,-909,476,272,504,242,-64,0
"2022-01-31",11,21781,25114,20374,4485,6527,0,13695,0,1396,-487,-850,306,272,504,817,313,0
"2022-01-31",12,23053,26216,21520,4387,6527,0,13695,0,1239,-485,-839,292,272,487,845,382,0
"2022-01-31",13,26254,28384,24485,4305,6527,0,13695,0,748,-200,-582,105,272,375,640,658,0
"2022-01-31",14,29216,31018,27192,4222,6527,0,13695,0,468,-189,-545,102,266,401,633,693,0
"2022-01-31",15,32665,33608,30321,4112,6527,0,13695,0,48,-198,174,-97,172,275,564,693,0
