Macrotrends Data Download

Euro British Pound Exchange Rate (EUR GBP) - Historical Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2011-11-04,0.8593
2011-11-07,0.8576
2011-11-08,0.8598
2011-11-09,0.8508
2011-11-10,0.8537
2011-11-11,0.8556
2011-11-14,0.8569
2011-11-15,0.8558
2011-11-16,0.8555
2011-11-17,0.8542
2011-11-18,0.8557
2011-11-21,0.8628
2011-11-22,0.8639
2011-11-23,0.8592
2011-11-25,0.8564
2011-11-28,0.8587
2011-11-29,0.8538
2011-11-30,0.8563
2011-12-01,0.8576
2011-12-02,0.8588
2011-12-05,0.8557
2011-12-06,0.8591
2011-12-07,0.8533
2011-12-08,0.8534
2011-12-09,0.8540
2011-12-12,0.8460
2011-12-13,0.8415
2011-12-14,0.8391
2011-12-15,0.8392
2011-12-16,0.8395
2011-12-19,0.8381
2011-12-20,0.8350
2011-12-21,0.8320
2011-12-22,0.8324
2011-12-23,0.8365
2011-12-27,0.8338
2011-12-28,0.8373
2011-12-29,0.8406
2011-12-30,0.8328
2012-01-03,0.8338
2012-01-04,0.8286
2012-01-05,0.8252
2012-01-06,0.8240
2012-01-09,0.8254
2012-01-10,0.8250
2012-01-11,0.8290
2012-01-12,0.8358
2012-01-13,0.8268
2012-01-17,0.8306
2012-01-18,0.8329
2012-01-19,0.8370
2012-01-20,0.8305
2012-01-23,0.8367
2012-01-24,0.8337
2012-01-25,0.8368
2012-01-26,0.8351
2012-01-27,0.8405
2012-01-30,0.8362
2012-01-31,0.8300
2012-02-01,0.8311
2012-02-02,0.8315
2012-02-03,0.8307
2012-02-06,0.8294
2012-02-07,0.8338
2012-02-08,0.8381
2012-02-09,0.8398
2012-02-10,0.8370
2012-02-13,0.8366
2012-02-14,0.8363
2012-02-15,0.8324
2012-02-16,0.8309
2012-02-17,0.8304
2012-02-21,0.8384
2012-02-22,0.8453
2012-02-23,0.8492
2012-02-24,0.8470
2012-02-27,0.8468
2012-02-28,0.8465
2012-02-29,0.8369
2012-03-01,0.8343
2012-03-02,0.8334
2012-03-05,0.8330
2012-03-06,0.8342
2012-03-07,0.8353
2012-03-08,0.8386
2012-03-09,0.8368
2012-03-12,0.8408
2012-03-13,0.8329
2012-03-14,0.8313
2012-03-15,0.8324
2012-03-16,0.8314
2012-03-19,0.8331
2012-03-20,0.8335
2012-03-21,0.8324
2012-03-22,0.8339
2012-03-23,0.8360
2012-03-26,0.8363
2012-03-27,0.8347
2012-03-28,0.8378
2012-03-29,0.8336
2012-03-30,0.8332
2012-04-02,0.8309
2012-04-03,0.8315
2012-04-04,0.8270
2012-04-05,0.8254
2012-04-09,0.8243
2012-04-10,0.8243
2012-04-11,0.8239
2012-04-12,0.8264
2012-04-13,0.8247
2012-04-16,0.8263
2012-04-17,0.8239
2012-04-18,0.8188
2012-04-19,0.8181
2012-04-20,0.8190
2012-04-23,0.8156
2012-04-24,0.8169
2012-04-25,0.8177
2012-04-26,0.8172
2012-04-27,0.8145
2012-04-30,0.8154
2012-05-01,0.8159
2012-05-02,0.8121
2012-05-03,0.8127
2012-05-04,0.8096
2012-05-07,0.8059
2012-05-08,0.8045
2012-05-09,0.8017
2012-05-10,0.8010
2012-05-11,0.8039
2012-05-14,0.7968
2012-05-15,0.7956
2012-05-16,0.7992
2012-05-17,0.8035
2012-05-18,0.8071
2012-05-21,0.8092
2012-05-22,0.8047
2012-05-23,0.8015
2012-05-24,0.7995
2012-05-25,0.7987
2012-05-29,0.7988
2012-05-30,0.7986
2012-05-31,0.8022
2012-06-01,0.8091
2012-06-04,0.8120
2012-06-05,0.8096
2012-06-06,0.8117
2012-06-07,0.8086
2012-06-08,0.8087
2012-06-11,0.8058
2012-06-12,0.8029
2012-06-13,0.8097
2012-06-14,0.8117
2012-06-15,0.8053
2012-06-18,0.8024
2012-06-19,0.8065
2012-06-20,0.8078
2012-06-21,0.8040
2012-06-22,0.8062
2012-06-25,0.8027
2012-06-26,0.7988
2012-06-27,0.8009
2012-06-28,0.8017
2012-06-29,0.8058
2012-07-02,0.8015
2012-07-03,0.8031
2012-07-05,0.7983
2012-07-06,0.7935
2012-07-09,0.7929
2012-07-10,0.7893
2012-07-11,0.7892
2012-07-12,0.7906
2012-07-13,0.7859
2012-07-16,0.7849
2012-07-17,0.7854
2012-07-18,0.7845
2012-07-19,0.7809
2012-07-20,0.7781
2012-07-23,0.7817
2012-07-24,0.7778
2012-07-25,0.7841
2012-07-26,0.7828
2012-07-27,0.7821
2012-07-30,0.7802
2012-07-31,0.7846
2012-08-01,0.7868
2012-08-02,0.7849
2012-08-03,0.7919
2012-08-06,0.7948
2012-08-07,0.7936
2012-08-08,0.7895
2012-08-09,0.7867
2012-08-10,0.7830
2012-08-13,0.7861
2012-08-14,0.7859
2012-08-15,0.7832
2012-08-16,0.7853
2012-08-17,0.7855
2012-08-20,0.7857
2012-08-21,0.7900
2012-08-22,0.7884
2012-08-23,0.7918
2012-08-24,0.7917
2012-08-27,0.7910
2012-08-28,0.7940
2012-08-29,0.7912
2012-08-30,0.7919
2012-08-31,0.7922
2012-09-04,0.7914
2012-09-05,0.7924
2012-09-06,0.7926
2012-09-07,0.8004
2012-09-10,0.7978
2012-09-11,0.7997
2012-09-12,0.8010
2012-09-13,0.8039
2012-09-14,0.8090
2012-09-17,0.8069
2012-09-18,0.8028
2012-09-19,0.8043
2012-09-20,0.7994
2012-09-21,0.7997
2012-09-24,0.7970
2012-09-25,0.7969
2012-09-26,0.7961
2012-09-27,0.7952
2012-09-28,0.7952
2012-10-01,0.7987
2012-10-02,0.8006
2012-10-03,0.8026
2012-10-04,0.8039
2012-10-05,0.8077
2012-10-08,0.8091
2012-10-09,0.8049
2012-10-10,0.8049
2012-10-11,0.8054
2012-10-12,0.8063
2012-10-15,0.8056
2012-10-16,0.8101
2012-10-17,0.8124
2012-10-18,0.8141
2012-10-19,0.8136
2012-10-22,0.8154
2012-10-23,0.8137
2012-10-24,0.8084
2012-10-25,0.8019
2012-10-26,0.8036
2012-10-29,0.8046
2012-10-30,0.8064
2012-10-31,0.8030
2012-11-01,0.8024
2012-11-02,0.8010
2012-11-05,0.8003
2012-11-06,0.8004
2012-11-07,0.7982
2012-11-08,0.7974
2012-11-09,0.7997
2012-11-12,0.8003
2012-11-13,0.8002
2012-11-14,0.8037
2012-11-15,0.8056
2012-11-16,0.8017
2012-11-19,0.8052
2012-11-20,0.8046
2012-11-21,0.8039
2012-11-23,0.8090
2012-11-26,0.8092
2012-11-27,0.8074
2012-11-28,0.8078
2012-11-29,0.8089
2012-11-30,0.8117
2012-12-03,0.8110
2012-12-04,0.8134
2012-12-05,0.8123
2012-12-06,0.8079
2012-12-07,0.8059
2012-12-10,0.8051
2012-12-11,0.8068
2012-12-12,0.8092
2012-12-13,0.8115
2012-12-14,0.8143
2012-12-17,0.8122
2012-12-18,0.8137
2012-12-19,0.8143
2012-12-20,0.8132
2012-12-21,0.8152
2012-12-24,0.8179
2012-12-26,0.8194
2012-12-27,0.8221
2012-12-28,0.8176
2012-12-31,0.8124
2013-01-02,0.8113
2013-01-03,0.8104
2013-01-04,0.8133
2013-01-07,0.8137
2013-01-08,0.8145
2013-01-09,0.8151
2013-01-10,0.8206
2013-01-11,0.8271
2013-01-14,0.8322
2013-01-15,0.8279
2013-01-16,0.8304
2013-01-17,0.8361
2013-01-18,0.8393
2013-01-22,0.8410
2013-01-23,0.8402
2013-01-24,0.8471
2013-01-25,0.8518
2013-01-28,0.8572
2013-01-29,0.8559
2013-01-30,0.8582
2013-01-31,0.8562
2013-02-01,0.8688
2013-02-04,0.8572
2013-02-05,0.8672
2013-02-06,0.8634
2013-02-07,0.8528
2013-02-08,0.8458
2013-02-11,0.8560
2013-02-12,0.8590
2013-02-13,0.8654
2013-02-14,0.8620
2013-02-15,0.8612
2013-02-19,0.8676
2013-02-20,0.8716
2013-02-21,0.8645
2013-02-22,0.8644
2013-02-25,0.8617
2013-02-26,0.8633
2013-02-27,0.8668
2013-02-28,0.8613
2013-03-01,0.8662
2013-03-04,0.8617
2013-03-05,0.8623
2013-03-06,0.8637
2013-03-07,0.8727
2013-03-08,0.8711
2013-03-11,0.8742
2013-03-12,0.8744
2013-03-13,0.8683
2013-03-14,0.8620
2013-03-15,0.8649
2013-03-18,0.8575
2013-03-19,0.8533
2013-03-20,0.8563
2013-03-21,0.8499
2013-03-22,0.8528
2013-03-25,0.8466
2013-03-26,0.8482
2013-03-27,0.8445
2013-03-28,0.8434
2013-04-01,0.8432
2013-04-02,0.8485
2013-04-03,0.8488
2013-04-04,0.8488
2013-04-05,0.8476
2013-04-08,0.8523
2013-04-09,0.8537
2013-04-10,0.8525
2013-04-11,0.8513
2013-04-12,0.8542
2013-04-15,0.8528
2013-04-16,0.8572
2013-04-17,0.8548
2013-04-18,0.8539
2013-04-19,0.8567
2013-04-22,0.8542
2013-04-23,0.8529
2013-04-24,0.8526
2013-04-25,0.8428
2013-04-26,0.8417
2013-04-29,0.8450
2013-04-30,0.8476
2013-05-01,0.8471
2013-05-02,0.8411
2013-05-03,0.8425
2013-05-06,0.8412
2013-05-07,0.8446
2013-05-08,0.8467
2013-05-09,0.8441
2013-05-10,0.8451
2013-05-13,0.8480
2013-05-14,0.8495
2013-05-15,0.8457
2013-05-16,0.8435
2013-05-17,0.8460
2013-05-20,0.8442
2013-05-21,0.8517
2013-05-22,0.8543
2013-05-23,0.8559
2013-05-24,0.8551
2013-05-28,0.8548
2013-05-29,0.8552
2013-05-30,0.8563
2013-05-31,0.8549
2013-06-03,0.8533
2013-06-04,0.8539
2013-06-05,0.8496
2013-06-06,0.8489
2013-06-07,0.8501
2013-06-10,0.8512
2013-06-11,0.8508
2013-06-12,0.8505
2013-06-13,0.8506
2013-06-14,0.8493
2013-06-17,0.8499
2013-06-18,0.8563
2013-06-19,0.8585
2013-06-20,0.8522
2013-06-21,0.8507
2013-06-24,0.8499
2013-06-25,0.8483
2013-06-26,0.8494
2013-06-27,0.8544
2013-06-28,0.8554
2013-07-01,0.8584
2013-07-02,0.8562
2013-07-03,0.8513
2013-07-05,0.8613
2013-07-08,0.8605
2013-07-09,0.8596
2013-07-10,0.8639
2013-07-11,0.8620
2013-07-12,0.8647
2013-07-15,0.8649
2013-07-16,0.8683
2013-07-17,0.8625
2013-07-18,0.8611
2013-07-19,0.8603
2013-07-22,0.8582
2013-07-23,0.8601
2013-07-24,0.8616
2013-07-25,0.8630
2013-07-26,0.8630
2013-07-29,0.8642
2013-07-30,0.8700
2013-07-31,0.8744
2013-08-01,0.8734
2013-08-02,0.8684
2013-08-05,0.8632
2013-08-06,0.8668
2013-08-07,0.8609
2013-08-08,0.8611
2013-08-09,0.8599
2013-08-12,0.8598
2013-08-13,0.8584
2013-08-14,0.8549
2013-08-15,0.8533
2013-08-16,0.8530
2013-08-19,0.8519
2013-08-20,0.8561
2013-08-21,0.8525
2013-08-22,0.8566
2013-08-23,0.8592
2013-08-26,0.8582
2013-08-27,0.8613
2013-08-28,0.8589
2013-08-29,0.8538
2013-08-30,0.8523
2013-09-03,0.8463
2013-09-04,0.8451
2013-09-05,0.8415
2013-09-06,0.8430
2013-09-09,0.8442
2013-09-10,0.8430
2013-09-11,0.8412
2013-09-12,0.8413
2013-09-13,0.8374
2013-09-16,0.8386
2013-09-17,0.8398
2013-09-18,0.8376
2013-09-19,0.8438
2013-09-20,0.8447
2013-09-23,0.8407
2013-09-24,0.8417
2013-09-25,0.8409
2013-09-26,0.8408
2013-09-27,0.8376
2013-09-30,0.8354
2013-10-01,0.8349
2013-10-02,0.8370
2013-10-03,0.8430
2013-10-04,0.8463
2013-10-07,0.8434
2013-10-08,0.8437
2013-10-09,0.8474
2013-10-10,0.8465
2013-10-11,0.8490
2013-10-14,0.8483
2013-10-15,0.8456
2013-10-16,0.8482
2013-10-17,0.8458
2013-10-18,0.8464
2013-10-21,0.8470
2013-10-22,0.8488
2013-10-23,0.8522
2013-10-24,0.8516
2013-10-25,0.8538
2013-10-28,0.8539
2013-10-29,0.8564
2013-10-30,0.8561
2013-10-31,0.8470
2013-11-01,0.8468
2013-11-04,0.8460
2013-11-05,0.8397
2013-11-06,0.8405
2013-11-07,0.8340
2013-11-08,0.8345
2013-11-11,0.8386
2013-11-12,0.8448
2013-11-13,0.8399
2013-11-14,0.8376
2013-11-15,0.8370
2013-11-18,0.8383
2013-11-19,0.8397
2013-11-20,0.8345
2013-11-21,0.8320
2013-11-22,0.8354
2013-11-25,0.8365
2013-11-26,0.8369
2013-11-27,0.8336
2013-11-29,0.8301
2013-12-02,0.8277
2013-12-03,0.8289
2013-12-04,0.8296
2013-12-05,0.8367
2013-12-06,0.8381
2013-12-09,0.8362
2013-12-10,0.8367
2013-12-11,0.8419
2013-12-12,0.8410
2013-12-13,0.8431
2013-12-16,0.8442
2013-12-17,0.8462
2013-12-18,0.8343
2013-12-19,0.8341
2013-12-20,0.8370
2013-12-23,0.8372
2013-12-24,0.8355
2013-12-26,0.8342
2013-12-27,0.8340
2013-12-30,0.8362
2013-12-31,0.8294
2014-01-02,0.8308
2014-01-03,0.8274
2014-01-06,0.8308
2014-01-07,0.8299
2014-01-08,0.8254
2014-01-09,0.8253
2014-01-10,0.8289
2014-01-13,0.8341
2014-01-14,0.8317
2014-01-15,0.8308
2014-01-16,0.8325
2014-01-17,0.8245
2014-01-21,0.8230
2014-01-22,0.8173
2014-01-23,0.8229
2014-01-24,0.8292
2014-01-27,0.8246
2014-01-28,0.8243
2014-01-29,0.8249
2014-01-30,0.8220
2014-01-31,0.8205
2014-02-03,0.8295
2014-02-04,0.8278
2014-02-05,0.8295
2014-02-06,0.8324
2014-02-07,0.8310
2014-02-10,0.8316
2014-02-11,0.8289
2014-02-12,0.8191
2014-02-13,0.8213
2014-02-14,0.8175
2014-02-18,0.8247
2014-02-19,0.8232
2014-02-20,0.8238
2014-02-21,0.8263
2014-02-24,0.8247
2014-02-25,0.8240
2014-02-26,0.8207
2014-02-27,0.8213
2014-02-28,0.8241
2014-03-03,0.8241
2014-03-04,0.8246
2014-03-05,0.8211
2014-03-06,0.8278
2014-03-07,0.8296
2014-03-10,0.8334
2014-03-11,0.8340
2014-03-12,0.8365
2014-03-13,0.8341
2014-03-14,0.8353
2014-03-17,0.8369
2014-03-18,0.8397
2014-03-19,0.8359
2014-03-20,0.8346
2014-03-21,0.8361
2014-03-24,0.8388
2014-03-25,0.8362
2014-03-26,0.8312
2014-03-27,0.8270
2014-03-28,0.8262
2014-03-31,0.8265
2014-04-01,0.8292
2014-04-02,0.8278
2014-04-03,0.8264
2014-04-04,0.8267
2014-04-07,0.8273
2014-04-08,0.8235
2014-04-09,0.8250
2014-04-10,0.8272
2014-04-11,0.8298
2014-04-14,0.8261
2014-04-15,0.8256
2014-04-16,0.8224
2014-04-17,0.8226
2014-04-21,0.8212
2014-04-22,0.8203
2014-04-23,0.8232
2014-04-24,0.8231
2014-04-25,0.8235
2014-04-28,0.8240
2014-04-29,0.8208
2014-04-30,0.8217
2014-05-01,0.8209
2014-05-02,0.8219
2014-05-05,0.8224
2014-05-06,0.8204
2014-05-07,0.8204
2014-05-08,0.8172
2014-05-09,0.8163
2014-05-12,0.8155
2014-05-13,0.8142
2014-05-14,0.8177
2014-05-15,0.8164
2014-05-16,0.8145
2014-05-19,0.8152
2014-05-20,0.8134
2014-05-21,0.8096
2014-05-22,0.8091
2014-05-23,0.8098
2014-05-27,0.8110
2014-05-28,0.8131
2014-05-29,0.8136
2014-05-30,0.8135
2014-06-02,0.8117
2014-06-03,0.8134
2014-06-04,0.8123
2014-06-05,0.8121
2014-06-06,0.8118
2014-06-09,0.8089
2014-06-10,0.8082
2014-06-11,0.8057
2014-06-12,0.8004
2014-06-13,0.7982
2014-06-16,0.7991
2014-06-17,0.7985
2014-06-18,0.7999
2014-06-19,0.7983
2014-06-20,0.7990
2014-06-23,0.7988
2014-06-24,0.8010
2014-06-25,0.8024
2014-06-26,0.7994
2014-06-27,0.8010
2014-06-30,0.8002
2014-07-01,0.7975
2014-07-02,0.7955
2014-07-03,0.7933
2014-07-07,0.7942
2014-07-08,0.7944
2014-07-09,0.7950
2014-07-10,0.7942
2014-07-11,0.7946
2014-07-14,0.7941
2014-07-15,0.7914
2014-07-16,0.7891
2014-07-17,0.7909
2014-07-18,0.7914
2014-07-21,0.7919
2014-07-22,0.7890
2014-07-23,0.7897
2014-07-24,0.7923
2014-07-25,0.7911
2014-07-28,0.7912
2014-07-29,0.7913
2014-07-30,0.7919
2014-07-31,0.7928
2014-08-01,0.7981
2014-08-04,0.7959
2014-08-05,0.7919
2014-08-06,0.7939
2014-08-07,0.7937
2014-08-08,0.7994
2014-08-11,0.7971
2014-08-12,0.7949
2014-08-13,0.8006
2014-08-14,0.8009
2014-08-15,0.8026
2014-08-18,0.7986
2014-08-19,0.8014
2014-08-20,0.7991
2014-08-21,0.8009
2014-08-22,0.7990
2014-08-25,0.7957
2014-08-26,0.7960
2014-08-27,0.7959
2014-08-28,0.7946
2014-08-29,0.7912
2014-09-02,0.7973
2014-09-03,0.7988
2014-09-04,0.7923
2014-09-05,0.7929
2014-09-08,0.8006
2014-09-09,0.8032
2014-09-10,0.7966
2014-09-11,0.7959
2014-09-12,0.7963
2014-09-15,0.7970
2014-09-16,0.7964
2014-09-17,0.7903
2014-09-18,0.7880
2014-09-19,0.7877
2014-09-22,0.7851
2014-09-23,0.7838
2014-09-24,0.7820
2014-09-25,0.7813
2014-09-26,0.7805
2014-09-29,0.7811
2014-09-30,0.7789
2014-10-01,0.7797
2014-10-02,0.7845
2014-10-03,0.7837
2014-10-06,0.7869
2014-10-07,0.7870
2014-10-08,0.7877
2014-10-09,0.7873
2014-10-10,0.7850
2014-10-13,0.7925
2014-10-14,0.7958
2014-10-15,0.8014
2014-10-16,0.7957
2014-10-17,0.7927
2014-10-20,0.7917
2014-10-21,0.7892
2014-10-22,0.7881
2014-10-23,0.7887
2014-10-24,0.7875
2014-10-27,0.7876
2014-10-28,0.7891
2014-10-29,0.7888
2014-10-30,0.7880
2014-10-31,0.7828
2014-11-03,0.7813
2014-11-04,0.7839
2014-11-05,0.7814
2014-11-06,0.7814
2014-11-07,0.7847
2014-11-10,0.7838
2014-11-11,0.7835
2014-11-12,0.7881
2014-11-13,0.7939
2014-11-14,0.7987
2014-11-17,0.7959
2014-11-18,0.8017
2014-11-19,0.8002
2014-11-20,0.7990
2014-11-21,0.7913
2014-11-24,0.7918
2014-11-25,0.7942
2014-11-26,0.7915
2014-11-28,0.7954
2014-12-01,0.7925
2014-12-02,0.7916
2014-12-03,0.7847
2014-12-04,0.7896
2014-12-05,0.7882
2014-12-08,0.7867
2014-12-09,0.7896
2014-12-10,0.7919
2014-12-11,0.7887
2014-12-12,0.7921
2014-12-15,0.7952
2014-12-16,0.7942
2014-12-17,0.7921
2014-12-18,0.7838
2014-12-19,0.7820
2014-12-22,0.7844
2014-12-23,0.7842
2014-12-24,0.7838
2014-12-26,0.7826
2014-12-29,0.7831
2014-12-30,0.7812
2014-12-31,0.7764
2015-01-02,0.7826
2015-01-05,0.7823
2015-01-06,0.7846
2015-01-07,0.7831
2015-01-08,0.7815
2015-01-09,0.7808
2015-01-12,0.7798
2015-01-13,0.7764
2015-01-14,0.7735
2015-01-15,0.7655
2015-01-16,0.7632
2015-01-20,0.7628
2015-01-21,0.7666
2015-01-22,0.7563
2015-01-23,0.7474
2015-01-26,0.7450
2015-01-27,0.7489
2015-01-28,0.7453
2015-01-29,0.7511
2015-01-30,0.7489
2015-02-02,0.7541
2015-02-03,0.7564
2015-02-04,0.7468
2015-02-05,0.7484
2015-02-06,0.7417
2015-02-09,0.7440
2015-02-10,0.7417
2015-02-11,0.7427
2015-02-12,0.7410
2015-02-13,0.7399
2015-02-17,0.7431
2015-02-18,0.7382
2015-02-19,0.7373
2015-02-20,0.7390
2015-02-23,0.7332
2015-02-24,0.7336
2015-02-25,0.7315
2015-02-26,0.7267
2015-02-27,0.7251
2015-03-02,0.7279
2015-03-03,0.7273
2015-03-04,0.7255
2015-03-05,0.7237
2015-03-06,0.7208
2015-03-09,0.7171
2015-03-10,0.7099
2015-03-11,0.7062
2015-03-12,0.7142
2015-03-13,0.7116
2015-03-16,0.7122
2015-03-17,0.7182
2015-03-18,0.7253
2015-03-19,0.7225
2015-03-20,0.7235
2015-03-23,0.7321
2015-03-24,0.7356
2015-03-25,0.7369
2015-03-26,0.7327
2015-03-27,0.7313
2015-03-30,0.7317
2015-03-31,0.7242
2015-04-01,0.7258
2015-04-02,0.7335
2015-04-06,0.7338
2015-04-07,0.7300
2015-04-08,0.7250
2015-04-09,0.7243
2015-04-10,0.7244
2015-04-13,0.7198
2015-04-14,0.7206
2015-04-15,0.7199
2015-04-16,0.7204
2015-04-17,0.7224
2015-04-20,0.7201
2015-04-21,0.7189
2015-04-22,0.7130
2015-04-23,0.7186
2015-04-24,0.7154
2015-04-27,0.7143
2015-04-28,0.7156
2015-04-29,0.7205
2015-04-30,0.7309
2015-05-01,0.7385
2015-05-04,0.7368
2015-05-05,0.7366
2015-05-06,0.7440
2015-05-07,0.7380
2015-05-08,0.7255
2015-05-11,0.7154
2015-05-12,0.7151
2015-05-13,0.7210
2015-05-14,0.7230
2015-05-15,0.7276
2015-05-18,0.7225
2015-05-19,0.7187
2015-05-20,0.7141
2015-05-21,0.7095
2015-05-22,0.7109
2015-05-26,0.7069
2015-05-27,0.7101
2015-05-28,0.7148
2015-05-29,0.7186
2015-06-01,0.7189
2015-06-02,0.7267
2015-06-03,0.7350
2015-06-04,0.7315
2015-06-05,0.7278
2015-06-08,0.7357
2015-06-09,0.7334
2015-06-10,0.7292
2015-06-11,0.7255
2015-06-12,0.7241
2015-06-15,0.7232
2015-06-16,0.7188
2015-06-17,0.7161
2015-06-18,0.7154
2015-06-19,0.7148
2015-06-22,0.7166
2015-06-23,0.7100
2015-06-24,0.7134
2015-06-25,0.7114
2015-06-26,0.7092
2015-06-29,0.7140
2015-06-30,0.7096
2015-07-01,0.7078
2015-07-02,0.7102
2015-07-03,0.7138
2015-07-06,0.7085
2015-07-07,0.7122
2015-07-08,0.7211
2015-07-09,0.7175
2015-07-10,0.7193
2015-07-13,0.7105
2015-07-14,0.7040
2015-07-15,0.7000
2015-07-16,0.6967
2015-07-17,0.6945
2015-07-20,0.6956
2015-07-21,0.7030
2015-07-22,0.7000
2015-07-23,0.7080
2015-07-24,0.7081
2015-07-27,0.7127
2015-07-28,0.7083
2015-07-29,0.7041
2015-07-30,0.7008
2015-07-31,0.7031
2015-08-03,0.7026
2015-08-04,0.6992
2015-08-05,0.6989
2015-08-06,0.7042
2015-08-07,0.7076
2015-08-10,0.7067
2015-08-11,0.7091
2015-08-12,0.7149
2015-08-13,0.7142
2015-08-14,0.7103
2015-08-17,0.7107
2015-08-18,0.7039
2015-08-19,0.7090
2015-08-20,0.7164
2015-08-21,0.7255
2015-08-24,0.7365
2015-08-25,0.7342
2015-08-26,0.7317
2015-08-27,0.7300
2015-08-28,0.7268
2015-08-31,0.7306
2015-09-01,0.7393
2015-09-02,0.7338
2015-09-03,0.7290
2015-09-04,0.7346
2015-09-07,0.7312
2015-09-08,0.7276
2015-09-09,0.7292
2015-09-10,0.7304
2015-09-11,0.7350
2015-09-14,0.7336
2015-09-15,0.7345
2015-09-16,0.7287
2015-09-17,0.7335
2015-09-18,0.7271
2015-09-21,0.7215
2015-09-22,0.7237
2015-09-23,0.7337
2015-09-24,0.7368
2015-09-25,0.7380
2015-09-28,0.7411
2015-09-29,0.7426
2015-09-30,0.7388
2015-10-01,0.7398
2015-10-02,0.7382
2015-10-05,0.7387
2015-10-06,0.7404
2015-10-07,0.7336
2015-10-08,0.7348
2015-10-09,0.7416
2015-10-12,0.7400
2015-10-13,0.7463
2015-10-14,0.7413
2015-10-15,0.7364
2015-10-16,0.7351
2015-10-19,0.7325
2015-10-20,0.7346
2015-10-21,0.7354
2015-10-22,0.7217
2015-10-23,0.7194
2015-10-26,0.7203
2015-10-27,0.7222
2015-10-28,0.7156
2015-10-29,0.7170
2015-10-30,0.7133
2015-11-02,0.7145
2015-11-03,0.7110
2015-11-04,0.7063
2015-11-05,0.7157
2015-11-06,0.7137
2015-11-09,0.7113
2015-11-10,0.7094
2015-11-11,0.7062
2015-11-12,0.7099
2015-11-13,0.7066
2015-11-16,0.7030
2015-11-17,0.6996
2015-11-18,0.6996
2015-11-19,0.7020
2015-11-20,0.7009
2015-11-23,0.7033
2015-11-24,0.7056
2015-11-25,0.7022
2015-11-26,0.7026
2015-11-27,0.7046
2015-11-30,0.7018
2015-12-01,0.7050
2015-12-02,0.7100
2015-12-03,0.7223
2015-12-04,0.7199
2015-12-07,0.7198
2015-12-08,0.7257
2015-12-09,0.7261
2015-12-10,0.7217
2015-12-11,0.7224
2015-12-14,0.7259
2015-12-15,0.7267
2015-12-16,0.7273
2015-12-17,0.7265
2015-12-18,0.7295
2015-12-21,0.7333
2015-12-22,0.7389
2015-12-23,0.7337
2015-12-24,0.7354
2015-12-25,0.7330
2015-12-28,0.7371
2015-12-29,0.7370
2015-12-30,0.7379
2015-12-31,0.7370
2016-01-01,0.7375
2016-01-04,0.7359
2016-01-05,0.7325
2016-01-06,0.7369
2016-01-07,0.7478
2016-01-08,0.7526
2016-01-11,0.7467
2016-01-12,0.7516
2016-01-13,0.7550
2016-01-14,0.7539
2016-01-15,0.7656
2016-01-18,0.7648
2016-01-19,0.7705
2016-01-20,0.7674
2016-01-21,0.7647
2016-01-22,0.7571
2016-01-25,0.7614
2016-01-26,0.7575
2016-01-27,0.7653
2016-01-28,0.7618
2016-01-29,0.7608
2016-02-01,0.7544
2016-02-02,0.7578
2016-02-03,0.7604
2016-02-04,0.7683
2016-02-05,0.7690
2016-02-08,0.7756
2016-02-09,0.7803
2016-02-10,0.7775
2016-02-11,0.7822
2016-02-12,0.7762
2016-02-15,0.7726
2016-02-16,0.7789
2016-02-17,0.7786
2016-02-18,0.7747
2016-02-19,0.7729
2016-02-22,0.7795
2016-02-23,0.7859
2016-02-24,0.7909
2016-02-25,0.7892
2016-02-26,0.7882
2016-02-29,0.7813
2016-03-01,0.7789
2016-03-02,0.7719
2016-03-03,0.7729
2016-03-04,0.7732
2016-03-07,0.7721
2016-03-08,0.7746
2016-03-09,0.7738
2016-03-10,0.7827
2016-03-11,0.7753
2016-03-14,0.7763
2016-03-15,0.7851
2016-03-16,0.7872
2016-03-17,0.7815
2016-03-18,0.7784
2016-03-21,0.7823
2016-03-22,0.7895
2016-03-23,0.7921
2016-03-24,0.7896
2016-03-25,0.7905
2016-03-28,0.7854
2016-03-29,0.7850
2016-03-30,0.7886
2016-03-31,0.7926
2016-04-01,0.8008
2016-04-04,0.7985
2016-04-05,0.8039
2016-04-06,0.8071
2016-04-07,0.8094
2016-04-08,0.8067
2016-04-11,0.8011
2016-04-12,0.7977
2016-04-13,0.7937
2016-04-14,0.7961
2016-04-15,0.7944
2016-04-18,0.7924
2016-04-19,0.7889
2016-04-20,0.7882
2016-04-21,0.7881
2016-04-22,0.7788
2016-04-25,0.7781
2016-04-26,0.7749
2016-04-27,0.7786
2016-04-28,0.7773
2016-04-29,0.7837
2016-05-02,0.7861
2016-05-03,0.7910
2016-05-04,0.7925
2016-05-05,0.7874
